News#,Title Content, match,Score,Polarity
1687,"WASTE MANAGEMENT &lt;WMT> CANNOT ACCOUNT FOR DROP",waste,-1,Negative
1688,"IRAQ CCC CREDIT GUARANTEES SWITCHED - USDA",,0,Neutral
1689,"AVON PRODUCTS &lt;AVP> TO BUY GIORGIO FOR 185 MLN",,0,Neutral
1690,"NATIONAL AVERAGE PRICES FOR FARMER-OWNED RESERVE",,0,Neutral
1691,"CBT WHEAT FUTURES RALLY TO CLOSE HIGHER",,0,Neutral
1692,"HONDURAS SEEKING PL-480 VESSELS FOR BULK WHEAT",,0,Neutral
1693,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
1694,"DEERE &lt;DE> AND UNIT DEBT DOWNGRADED BY MOODY'S",moody, debt,-2,Negative
1695,"MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS",,0,Neutral
1696,"TWA &lt;TWA> MARCH TRAFFIC RISES",,0,Neutral
1697,"NY COTTON EXTENDS GAINS LATE, SETTLES HIGHER",gains,1,Positive
1698,"CBT SOYPRODUCT FUTURES CLOSE MIXED",,0,Neutral
1699,"GENCORP &lt;GY> SAYS BUYBACK BETTER THAN TAKEOVER",better,1,Positive
1700,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
1701,"BERRY PETROLEUM, NORRIS OIL &lt;NOIL> TO MERGE",,0,Neutral
1702,"CCC CREDITS FOR BANGLADESH AMENDED - USDA",,0,Neutral
1703,"ALLIED-SIGNAL &lt;ALD> UNIT TO CUT EMPLOYEES",,0,Neutral
1704,"NY COCOA FUTURES CLOSE MIXED",,0,Neutral
1705,"CCC SEED CREDIT GURANTEES FOR ALGERIA - USDA",,0,Neutral
1706,"AMR &lt;AMR> FORMS NEW INVESTMENT UNIT",,0,Neutral
1707,"USDA ANNOUNCES WORLD MARKET RICE PRICES",,0,Neutral
1708,"TOTAL SYSTEM SERVICES INC &lt;TSYS> 1ST QTR NET",,0,Neutral
1709,"HUBCO INC &lt;HCO> 1ST QTR NET",,0,Neutral
1710,"KANSAS CITY GULF EXPORT PRICES - USDA",,0,Neutral
1711,"MANHATTAN NATIONAL &lt;MLC> ELECTS CHAIRMAN",,0,Neutral
1712,"CHICAGO CASH GRAIN",,0,Neutral
1713,"&lt;WILDERNESS EXPERIENCE INC> 4TH QTR LOSS",, loss,-1,Negative
1714,"TOTAL SYSTEMS SERVICES &lt;TSYS> 1ST QTR NET",,0,Neutral
1715,"WILDERNESS EXPERIENCE MAY FILE FOR BANKRUPTCY",,0,Neutral
1716,"KANSAS CITY DAILY FEED-WHOLESALE PRICES (USDA)",,0,Neutral
1717,"RECENT INITIAL SHARE OFFERINGS FILED WITH SEC",,0,Neutral
1718,"E-TRON NAMES DIRECTOR OF CHAFF DIVISION",chaff,-1,Negative
1719,"PERCEPTRONICS &lt;PERC> UNIT GETS NAVY CONTRACT",,0,Neutral
1720,"BERMUDA STAR &lt;BSL> LEASES VESSEL",,0,Neutral
1721,"IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS",fierce,-1,Negative
1722,"PREMDOR PLANS TWO-FOR-ONE STOCK SPLIT",split,-1,Negative
1723,"TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS",loss, advanced,0,Neutral
1724,"&lt;HOOKER CORP LTD> NAMES NEW PRESIDENT FOR UNIT",,0,Neutral
1725,"CANNON &lt;CAN> SELLS STAKE IN HBO/CANNON VENTURE",,0,Neutral
1726,"GENCORP &lt;GY> STAYS ON S/P CREDITWATCH, NEGATIVE",negative,-1,Negative
1727,"HOUSTON OIL TRUST &lt;HO> HALTS ROYALTIES",trust,1,Positive
1728,"UPPER PENINSULA POWER CO &lt;UPEN> SETS PAYOUT",,0,Neutral
1729,"NY COFFEE FUTURES CLOSE HIGHER",,0,Neutral
1730,"ITT CORP &lt;ITT> DECLARES DIVIDEND",,0,Neutral
1731,"DAILY MIDWEST LIVESTOCK SUMMARY - USDA",,0,Neutral
1732,"PACIFIC LIGHTING CORP &lt;PLT> QTLY DIVIDEND",,0,Neutral
1733,"STALEY CONTINENTAL &lt;STA> REGULAR DIVIDEND SET",,0,Neutral
1734,"ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND",,0,Neutral
1735,"HOG/CORN RATIO UP IN WEEK - USDA",,0,Neutral
1736,"COMTERM, GENERAL INSTRUMENT (GRL) IN CONTRACT",,0,Neutral
1737,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
1738,"MINNEAPOLIS DAILY CASH GRAIN CLOSE (RAIL) USDA",rail,-1,Negative
1739,"CRYODYNAMICS &lt;CRYD> WARRANTS CONVERTED",,0,Neutral
1740,"MOODY'S DOWNGRADES DAYTON HUDSON'S 1.3 BILLION DLRS OF DEBT",moody, debt,-2,Negative
1741,"SUN &lt;SUN> RAISES HEATING OIL BARGE PRICE",,0,Neutral
1742,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
1743,"U.S. SELLING 13.2 BILLION DLRS OF 3 AND 6-MO BILLS APRIL 13 TO PAY DOWN 12.35 BILLION DLRS",,0,Neutral
1744,"LEVITT &lt;LVT> FILES FOR DEBENTURE OFFERING",,0,Neutral
1745,"SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN",,0,Neutral
1746,"U.S. CONSUMER CREDIT ROSE 1.77 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN",gain,1,Positive
1747,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS, TRADERS SAY",tumbles,-1,Negative
1748,"RONSON CORP &lt;RONC> 4TH QTR DEC 31",,0,Neutral
1749,"IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS",fierce,-1,Negative
1750,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
1751,"TREASURY BALANCES AT FED ROSE ON APRIL 6",,0,Neutral
1752,"GENERAL PHYSICS &lt;GPHY> TO PURCHASE SHARES",,0,Neutral
1753,"ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK",,0,Neutral
1754,"KANSAS CITY TRUCK PRICES - USDA",,0,Neutral
1755,"U.S. TO SELL 13.2 BILLION DLRS IN BILLS",,0,Neutral
1756,"MANUFACTURERS &lt;MHC> IN BUILDING FORECLOSURE",,0,Neutral
1757,"TEXACO FILES IN TEXAS COURT TO ENJOIN 10.3 BILLION DLR BOND, PENNZOIL ATTORNEY",enjoin,-1,Negative
1758,"ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES",,0,Neutral
1759,"TERRACE BANK OF FLORIDA TO SELL 500,000 SHARES",,0,Neutral
1760,"HI-SHEAR INDUSTRIES INC &lt;HSI> SETS PAYOUT",,0,Neutral
1761,"COCA-COLA BOTTLING &lt;COKE> TERMINATES TALKS",,0,Neutral
1762,"N.Y. FCOJ FUTURES CLOSE HIGHER",,0,Neutral
1763,"ITT &lt;ITT> TO BUY BACK COMMON, PREFERRED ISSUES",issues,-1,Negative
1764,"WINNIPEG OILSEED FUTURES END UP, GRAINS MIXED",,0,Neutral
1765,"WEEKLY ELECTRIC OUTPUT UP 11.1 PCT FROM 1986",,0,Neutral
1766,"U.S. DEBT FUTURES CLOSE DOWN, NEAR DAILY LOWS",debt,-1,Negative
1767,"DAYTON HUDSON &lt;XXX> DOWNGRADED BY MOODY'S",moody,-1,Negative
1768,"JAPANESE CRUSHERS BUY CANADIAN RAPESEED",,0,Neutral
1769,"CAREPLUS &lt;CPLS> SEEKS APPROVAL IN ACQUISITION",approval,1,Positive
1770,"WALL STREET CLOSE SHARPLY LOWER",sharply,-1,Negative
1771,"N.Y. PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS",,0,Neutral
1772,"SOUTHERN UNION &lt;SUG> TO SELL NOTES, DEBENTURES",,0,Neutral
1773,"CANADA STOCKS CLOSE LOWER ON PROFIT TAKING",,0,Neutral
1774,"U.S. ENERGY FUTURES SETTLE WITH MODEST GAINS",gains, modest,2,Positive
1775,"U.S. FEB CONSUMER CREDIT ROSE 1.77 BILLION DLRS",,0,Neutral
1776,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
1777,"GULF EDIBLE OIL PRICES - April 7",,0,Neutral
1778,"TEXACO &lt;TX> FILES TO ENJOIN 10.3 BILLION DLR BOND",enjoin,-1,Negative
1779,"MOODY'S AFFIRMS UNITED TECHNOLOGIES &lt;UTX> DEBT",moody, debt,-2,Negative
1780,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
1781,"GROUP TO BUY MORE INTERMEDICS &lt;ITM> SHARES",,0,Neutral
1782,"SEAGATE TECHNOLOGY &lt;SGAT> 3RD QTR MARCH 3 NET",,0,Neutral
1783,"GROUP RAISES TEXSTYRENE &lt;FOAM> STAKE TO 11.7 PCT",,0,Neutral
1784,"ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT",,0,Neutral
1785,"NEBRASKA FEEDLOT CATTLE UP 0.50/1.00 DLR - USDA",,0,Neutral
1786,"SPARTECH &lt;SPTN> REVERSE STOCK SPLIT APPROVED",split,-1,Negative
1787,"PEOPLE RIDESHARING SYSTEMS &lt;RIDE> 1ST QTR NET",,0,Neutral
1788,"SUPERMARKETS GENERAL &lt;SGL> AFFIRMED BY S/P",,0,Neutral
1789,"ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK",redeem,1,Positive
1790,"GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER",supported,1,Positive
1791,"BRAZIL'S DEBT CRISIS BECOMING POLITICAL CRISIS",crisis, debt,-3,Negative
1792,"WALL STREET STOCKS CLOSING AVERAGES",,0,Neutral
1793,"AMEX STOCK PRICES CLOSE LOWER",,0,Neutral
1794,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
1795,"DESJARDINS GROUP LOWERS VISA INTEREST RATE",,0,Neutral
1796,"SEEQ TECHNOLOGY INC &lt;SEEQ> 2ND QTR MARCH 31",,0,Neutral
1797,"TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA",,0,Neutral
1798,"N.Y. OILSEEDS REPORT",,0,Neutral
1799,"BAHIA COCOA FUTURES CLSG",,0,Neutral
1800,"LITTLE INDUSTRY IMPROVEMENT - DATA GENERAL &lt;DGN>",improvement,1,Positive
1801,"MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS",,0,Neutral
1802,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
1803,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
1804,"CENTRAL U.S. CARLOT PORK TRADE - USDA - APRIL 7",,0,Neutral
1805,"U.S.-SDR RATE MOVES TO 1.28435",,0,Neutral
1806,"REPUBLICBANK &lt;RPT> DEBT DOWNGRADED BY S/P",debt,-1,Negative
1807,"NACCO INDUSTRIES &lt;NC> TO REPORT 2ND QTR GAIN",gain,1,Positive
1808,"NYFE TO MOVE TO N.Y. COTTON EXCHANGE",,0,Neutral
1809,"INTERFACE FLOORING SYSTEMS &lt;IFSIA> IN OFFERING",,0,Neutral
1810,"CASH WHOLESALE PORK PRICES",,0,Neutral
1811,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
1812,"BRAZILIAN SOYBEAN AND PRODUCT MARKET",,0,Neutral
1813,"BUFFTON &lt;BUFF> TO POST INVESTIGATION CHARGE",,0,Neutral
1814,"CASH WHOLESALE BEEF PRICES",,0,Neutral
1815,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
1816,"ASCS TERMINAL MARKET VALUES FOR PIK GRAIN",,0,Neutral
1817,"SUMMER/WINTER TIME CHANGES.",,0,Neutral
1818,"N.Y. RUBBER REPORT",,0,Neutral
1819,"AMERICAN DYNAMICS &lt;AMDC> TO SELL 51 PCT STAKE",,0,Neutral
1820,"ITT &lt;ITT> TO REDEEM THREE PREFERRED ISSUES",redeem, issues,0,Neutral
1821,"COMMODITY RESEARCH BUREAU PRICES INDEX New York,",,0,Neutral
1822,"CONRAIL FILES PETITION AGAINST ERIE &lt;ERIE>",,0,Neutral
1823,"BOXED BEEF CUT-OUT VALUE/MOVEMENT-USDA",,0,Neutral
1824,"REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7",,0,Neutral
1825,"GRAIN SHIPS LOADING AT PORTLAND",,0,Neutral
1826,"ITALY'S ENI TO INVEST IN VENEZUELAN PROJECTS",,0,Neutral
1827,"BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT",,0,Neutral
1828,"DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD",,0,Neutral
1829,"EASTERN KANSAS FEEDLOT CATTLE STEADY - USDA",steady,1,Positive
1830,"WESTERN KANSAS FEEDLOT CATTLE STDY/UP 0.50 - USDA",,0,Neutral
1831,"TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT",relief,1,Positive
1832,"REPUBLICBANK &lt;RPT> TO RECLASSIFY BRAZIL LOANS",,0,Neutral
1833,"SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL",tension, gains,0,Neutral
1834,"U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE",,0,Neutral
1835,"CANADIAN BONDS CLOSE LOWER",,0,Neutral
1836,"FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER",firmer,1,Positive
1837,"API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN",crude,-1,Negative
1838,"SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED",,0,Neutral
1839,"TEXACO &lt;TX> CONFIRMS TEXAS COURT FILING",,0,Neutral
1840,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
1841,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
1842,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
1843,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
1844,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
1845,"AMOSKEAG BANK &lt;AMKG> TO SEEK REHEARING",,0,Neutral
1846,"EXPORT BUSINESS - GRAINS/OILSEEDS COMPLEX",complex,-1,Negative
1847,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER",tender, soft,2,Positive
1848,"DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM",enrich,1,Positive
1849,"RED LION INNS L.P. BEGINS OFFERING",,0,Neutral
1850,"JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER",tender, bonus,2,Positive
1851,"MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT",,0,Neutral
1852,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
1853,"COMMODITIES TODAY IN WASHINGTON FOR APRIL 8",,0,Neutral
1854,"BAKER, VOLCKER MEET WEST GERMAN OFFICIALS",,0,Neutral
1855,"LAC &lt;LAC> BOOSTING EXPLORATION SPENDING",,0,Neutral
1856,"TRILON DECLARES STOCK DIVIDEND",,0,Neutral
1857,"LAC MINERALS BOOSTING EXPLORATION SPENDING",,0,Neutral
1858,"LOGICON INC &lt;LGN> GETS CONTRACT ADD-ONS",,0,Neutral
1859,"API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK",,0,Neutral
1860,"REUTER CANADA BUSINESS HIGHLIGHTS",,0,Neutral
1861,"REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7",,0,Neutral
1862,"FIRST TORONTO COMPLETES ISSUE",issue,-1,Negative
1863,"ALLEGHENY &lt;AG> PREFERED SHAREHOLDERS FILE SUIT",prefered,1,Positive
1864,"CAPITAL CITIES/ABC'S &lt;CCB> ABC TV IN DEAL",,0,Neutral
1865,"TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS",,0,Neutral
1866,"CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL",,0,Neutral
1867,"INTERFACE &lt;IFSIA> BEGINS OFFERING",,0,Neutral
1868,"CHEVRON &lt;CHV> LAUNCHES PLATFORM OFF CALIFORNIA",,0,Neutral
1869,"MARITRANS L.P. BEGINS OFFERING",,0,Neutral
1870,"AMERICAN AGRONOMICS CORP &lt;AGR> 2ND QTR FEB 28",,0,Neutral
1871,"NASA PICKS BOEING &lt;BA> FOR SYSTEM CONTRACT",,0,Neutral
1872,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY",,0,Neutral
1873,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY",,0,Neutral
1874,"REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7",,0,Neutral
1875,"TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES",,0,Neutral
1876,"GYNEX &lt;GYNXU>, SEARLE END MARKETING PACT",,0,Neutral
1877,"HELIG-MEYERS CO &lt;HMY> INCREASES DIVIDEND",,0,Neutral
1878,"HELIG-MEYERS CO &lt;HMY> YEAR FEB 28",,0,Neutral
1879,"NANOMETRICS INC &lt;NANO> REDUCES WORKFORCE",,0,Neutral
1880,"SENATE REPORT - REAGAN PLANS EARLY SDI DEPLOYMENT",,0,Neutral
1881,"KELLY OIL AND GAS PARTNERS &lt;KLY> YEAR DEC 31",,0,Neutral
1882,"TRANS-CANADA RESOURCES WINS FILING EXTENSION",wins,1,Positive
1883,"JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD",,0,Neutral
1884,"MOODY'S SAYS LOWER RATINGS SHOW 1987 DOWNTREND",moody,-1,Negative
1885,"COMSAT &lt;CQ> CHANGES NAME OF HI-NET UNIT",,0,Neutral
1886,"AMERITRUST &lt;AMTR> INTRODUCES IRA FUND",,0,Neutral
1887,"TCW CONVERTIBLE SECURITIES &lt;CVT> SETS DIVIDEND",,0,Neutral
1888,"AUSTRALIAN DOLLAR OPENS EASIER",easier,1,Positive
1889,"HOUSE COMMITTEE SLASHES ""STAR WARS"" FUNDING",,0,Neutral
1890,"RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD",lead,1,Positive
1891,"CURRENCY FUTURES TO KEY OFF G-5, G-7 MEETINGS",,0,Neutral
1892,"TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL",,0,Neutral
1893,"TEXACO &lt;TX> GETS TEMPORARY RESTRAINING ORDER",,0,Neutral
1894,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
1895,"N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER",,0,Neutral
1896,"DOLLAR OPENS EASIER IN TOKYO",easier,1,Positive
1897,"N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS",tender,1,Positive
1898,"Bank of Japan buys dollars shortly after opening at around 145.30 yen -- dealers",,0,Neutral
1899,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
1900,"U.S. DOLLAR OPENS LOWER IN HONG KONG",,0,Neutral
1901,"JAPAN RUBBER STOCKS FALL IN MARCH",fall,-1,Negative
1902,"SOUTH KOREAN WON FIXED AT 25-MONTH HIGH",won,1,Positive
1903,"TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER",gold, firmer,2,Positive
1904,"HONG KONG TERM MONEY 1000 - APR 8",,0,Neutral
1905,"GOLD OPENS FIRMER IN HONG KONG",gold, firmer,2,Positive
1906,"SYDNEY FINANCIAL FUTURES OPEN MIXED",,0,Neutral
1907,"JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER",gold, firmer,2,Positive
1908,"FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED",,0,Neutral
1909,"CBT CORN SPREADS",,0,Neutral
1910,"TEXAS PANHANDLE/W OKLA FEEDLOT ROUNDUP - USDA",,0,Neutral
1911,"MIDWEST GRAIN FUTURES 11:00 EDT",,0,Neutral
1912,"VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL",,0,Neutral
1913,"MIDWEST GRAIN FUTURES 11:01 EDT",,0,Neutral
1914,"CBT SOYBEAN SPREADS",,0,Neutral
1915,"SIOUX FALLS CATTLE UP 0.50 DLR - USDA",falls,-1,Negative
1916,"CBT SOYBEAN OIL SPREADS",,0,Neutral
1917,"FLASH SIOUX FALLS HOGS UP 1.75 DLR - USDA",falls, hogs,-2,Negative
1918,"CBT SOYBEAN MEAL SPREADS",,0,Neutral
1919,"AMERICAN SPORTS ADVISORS &lt;PIKS> TO LIQUIDATE",,0,Neutral
1920,"N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY",,0,Neutral
1921,"THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS",,0,Neutral
1922,"PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER",,0,Neutral
1923,"FLASH ST PAUL HOGS UP 1.00/2.00 DLRS - USDA",hogs,-1,Negative
1924,"VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT",restrictive, hurt,-2,Negative
1925,"WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING",tumble,-1,Negative
1926,"GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH",gold,1,Positive
1927,"SWEDEN'S ERICSSON WINS U.S. ORDER",wins,1,Positive
1928,"FLASH OMAHA HOGS UP 1.00 DLR - USDA",hogs,-1,Negative
1929,"CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS",firmer,1,Positive
1930,"DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT",,0,Neutral
1931,"LIVE HOG FUTURES HIGHER EARLY",,0,Neutral
1932,"MIDWEST GRAIN FUTURES 11:10 EDT",,0,Neutral
1933,"HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS",,0,Neutral
1934,"PORK BELLY FUTURES START HIGHER, THEN EASE",ease,1,Positive
1935,"MISSOURI DIRECT HOGS UP 1.00-1.50 DLR - USDA",hogs,-1,Negative
1936,"VOLCKER SEES TIGHT POLICY HURTING INVESTMENT",hurting,-1,Negative
1937,"REUTERS &lt;RtrSY> UNIT COMPLETES TRADING SYSTEM",,0,Neutral
1938,"LONDON LIFFE D.MARK CLOSE 1614 - APR 7",,0,Neutral
1939,"LONDON LIFFE S.FRANC CLOSE 1616 - APR 7",,0,Neutral
1940,"CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER",firmer,1,Positive
1941,"DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH",quiet,1,Positive
1942,"ST LOUIS CATTLE STEADY/UP 0.50 DLR - USDA",steady,1,Positive
1943,"LIFFE, AFTER RECORD VOLUMES, SEES MORE GROWTH",,0,Neutral
1944,"NEW BEDFORD INSTITUTION FOR SAVINGS &lt;NBBS> YEAR",savings,1,Positive
1945,"HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS",,0,Neutral
1946,"OXFORD ENERGY CO &lt;OEN> TO BUILD ENRGY PLANT",,0,Neutral
1947,"POLYDEX &lt;POLXF> ANTI-WRINKLE INGREDIENT PATENTED",wrinkle,-1,Negative
1948,"DIGITAL TRANSMISSION &lt;DTINU> OFFERS UNITS",,0,Neutral
1949,"CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE",,0,Neutral
1950,"PRESIDENTIAL AIR &lt;PAIR> IN SALE/LEASEBACK",,0,Neutral
1951,"MIDWEST GRAIN FUTURES 11:20 EDT",,0,Neutral
1952,"HIGHWOOD &lt;HIWDF> COMMENTS ON SHARE PRICE RISE",,0,Neutral
1953,"SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET",free,1,Positive
1954,"FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES",,0,Neutral
1955,"GENERAL ELECTRIC&lt;GE>-POWERED HELICOPTER UNVEILED",,0,Neutral
1956,"REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM",,0,Neutral
1957,"AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986",,0,Neutral
1958,"OMAHA CATTLE UP 0.50 DLR - USDA",,0,Neutral
1959,"MELRIDGE &lt;BULB> UNIT IN REAL ESTATE AGREEMENT",agreement,1,Positive
1960,"PHOTRONICS CORP &lt;PHOT> YEAR FEB 28 NET",,0,Neutral
1961,"MIDWAY AIRLINES &lt;MDWY> MARCH LOAD FACTOR FALLS",falls,-1,Negative
1962,"OCEAN BIO-CHEM INC &lt;OBCI> YEAR NET",,0,Neutral
1963,"LOWE'S &lt;LOW> TO SELL DURAKON &lt;DRKN> LINER",,0,Neutral
1964,"FEDERAL RESOURCES &lt;FDRC> NAMES NEW PRESIDENT",,0,Neutral
1965,"WALKER TELECOMMUNICATIONS &lt;WTEL> GETS CONTRACT",,0,Neutral
1966,"AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND",issues,-1,Negative
1967,"TELE-COMMUNICATIONS &lt;TCOMA> SELLS CABLE SYSTEMS",,0,Neutral
1968,"SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION",,0,Neutral
1969,"WALL STREET STOCKS HIGHER IN LATE MORNING",,0,Neutral
1970,"ENVIRONMENTAL POWER CORP &lt;POWR> YEAR NET",,0,Neutral
1971,"SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION",,0,Neutral
1972,"U.S. ENERGY FUTURES STEADY BUT QUIET",quiet, steady,2,Positive
1973,"GERMAN LONG-TERM CAPITAL INFLOW SLUMPS IN FEBRUARY",,0,Neutral
1974,"BRITISH TELECOM, NTT SIGN COOPERATION AGREEMENT",agreement,1,Positive
1975,"SIOUX CITY CATTLE UP 0.50/1.00 DLR - USDA",,0,Neutral
1976,"N.Y. COTTON FUTURES STEADY IN EARLY TRADING",steady,1,Positive
1977,"SIOUX CITY HOGS STEADY/UP 1.25 DLR - USDA",hogs, steady,0,Neutral
1978,"MIDWEST GRAIN FUTURES 11:31 EDT",,0,Neutral
1979,"EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED",,0,Neutral
1980,"BROKERAGE FIRM UPS STAKE IN ALLEGHENY &lt;AG>",,0,Neutral
1981,"U.K. GRAIN FUTURES CLOSE STEADY TO FIRMER",firmer, steady,2,Positive
1982,"KANSAS CITY SHIPMENTS AND RECEIPTS",,0,Neutral
1983,"STONE &lt;STO> FILES FOR SECONDARY OFFERING",,0,Neutral
1984,"LME METAL PM 2ND RING VOLUMES/PAIDS - APR 7",,0,Neutral
1985,"SPOT LARD, TALLOW, GREASE STEADY",steady,1,Positive
1986,"BOEING PROPOSES WESTLAND DEAL",,0,Neutral
1987,"ENVIRONMENTAL POWER &lt;POWR> GETS CONTRACTS",,0,Neutral
1988,"LONE STAR &lt;LCE> SEES FLAT U.S. CEMENT DEMAND",lone,-1,Negative
1989,"U.S. ALUMINUM STOCKS HIGHER IN DECEMBER - ABMS",,0,Neutral
1990,"MALTA TENDERS FOR WHITE SUGAR TODAY - TRADE",,0,Neutral
1991,"CALTON &lt;CN> OFFERING DECLARED EFFECTIVE",effective,1,Positive
1992,"CHILI'S &lt;CHLI> FILES FOR CONVERTIBLE DEBENTURES",,0,Neutral
1993,"GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK",,0,Neutral
1994,"FED SETS TWO-DAY SYSTEM REPURCHASES, FED SAYS",,0,Neutral
